Order_ID,Order_Date,Ship_Date,Year,Month,Quarter,Region,State,Category,Product,Customer_ID,Customer_Name,Customer_Segment,Sales_Rep,Quantity,Unit_Price,Discount_Pct,Discount_Amount,Gross_Sales,Net_Sales,Unit_Cost,Total_Cost,Profit,Profit_Margin_Pct,Ship_Mode,Payment_Method,Order_Status,Returned
ORD-10102,2024-11-10,2024-11-13,2024,November,Q4,West,Washington,Office Supplies,Printer Paper,CUST-1102,Ava Smith,Consumer,N. Patel,2,2001.37,0.2,800.55,4002.74,3202.19,1434.67,2869.34,332.85,10.39,Economy,PayPal,Delivered,No
ORD-10103,2023-06-11,2023-06-15,2023,June,Q2,Central,Missouri,Electronics,Monitor,CUST-1103,Emma Ali,Home Office,J. Chen,10,2487.82,0.0,0.0,24878.2,24878.2,1526.63,15266.3,9611.9,38.64,Same Day,Bank Transfer,Delivered,No
ORD-10104,2025-06-28,2025-07-01,2025,June,Q2,Central,Ohio,Appliances,Coffee Maker,CUST-1104,Noah Butt,Consumer,M. Ali,8,120.25,0.15,144.3,962.0,817.7,76.29,610.32,207.38,25.36,Economy,PayPal,Shipped,No
ORD-10105,2023-10-20,2023-10-27,2023,October,Q4,Central,Ohio,Furniture,Office Chair,CUST-1105,Sara Shaikh,Corporate,L. Garcia,10,1700.05,0.25,4250.12,17000.5,12750.38,782.77,7827.7,4922.68,38.61,Economy,Cash,Processing,No
ORD-10106,2025-01-29,2025-02-01,2025,January,Q1,East,Massachusetts,Furniture,Filing Cabinet,CUST-1106,Olivia Chaudhry,Consumer,M. Ali,8,1911.26,0.0,0.0,15290.08,15290.08,1163.65,9309.2,5980.88,39.12,Standard,Debit Card,Shipped,No
ORD-10107,2023-08-30,2023-09-02,2023,August,Q3,South,Georgia,Appliances,Air Purifier,CUST-1107,Mason Butt,Corporate,R. Ahmed,13,661.82,0.25,2150.91,8603.66,6452.75,340.42,4425.46,2027.29,31.42,Standard,Debit Card,Shipped,No
ORD-10108,2023-06-29,2023-07-06,2023,June,Q2,East,New Jersey,Furniture,Filing Cabinet,CUST-1108,Sara Brown,Corporate,S. Fatima,11,2419.39,0.15,3991.99,26613.29,22621.3,1573.45,17307.95,5313.35,23.49,Express,PayPal,Delivered,No
ORD-10109,2023-10-12,2023-10-14,2023,October,Q4,Central,Illinois,Electronics,Smartphone,CUST-1109,Liam Johnson,Home Office,S. Fatima,13,1242.64,0.15,2423.15,16154.32,13731.17,765.72,9954.36,3776.81,27.51,Standard,Credit Card,Processing,No
ORD-10110,2025-04-21,2025-04-28,2025,April,Q2,North,Wisconsin,Appliances,Air Purifier,CUST-1110,Emma Ali,Home Office,L. Garcia,7,2061.0,0.0,0.0,14427.0,14427.0,1004.94,7034.58,7392.42,51.24,Express,Cash,Delivered,No
ORD-10111,2025-10-26,2025-11-02,2025,October,Q4,Central,Illinois,Furniture,Filing Cabinet,CUST-1111,Zain Chaudhry,Consumer,L. Garcia,1,2081.01,0.0,0.0,2081.01,2081.01,1126.32,1126.32,954.69,45.88,Same Day,Credit Card,Returned,Yes
ORD-10112,2024-09-12,2024-09-17,2024,September,Q3,North,Minnesota,Office Supplies,Stapler,CUST-1112,Isabella Malik,Home Office,L. Garcia,9,247.17,0.0,0.0,2224.53,2224.53,155.11,1395.99,828.54,37.25,Standard,Credit Card,Delivered,No
ORD-10113,2025-05-03,2025-05-08,2025,May,Q2,East,New York,Office Supplies,Stapler,CUST-1113,Omar Johnson,Home Office,T. Brown,11,90.26,0.1,99.29,992.86,893.57,58.0,638.0,255.57,28.6,Same Day,Bank Transfer,Delivered,No
ORD-10114,2025-06-19,2025-06-23,2025,June,Q2,East,Massachusetts,Electronics,Smartphone,CUST-1114,Emma Chaudhry,Corporate,T. Brown,8,1169.14,0.15,1402.97,9353.12,7950.15,738.89,5911.12,2039.03,25.65,Express,PayPal,Shipped,No
ORD-10115,2024-05-10,2024-05-14,2024,May,Q2,Central,Ohio,Electronics,Tablet,CUST-1115,Bilal Butt,Home Office,T. Brown,2,679.67,0.05,67.97,1359.34,1291.37,334.58,669.16,622.21,48.18,Express,Debit Card,Returned,Yes
ORD-10116,2023-11-23,2023-11-27,2023,November,Q4,North,Michigan,Office Supplies,Stapler,CUST-1116,Sara Smith,Consumer,R. Ahmed,9,1175.04,0.1,1057.54,10575.36,9517.82,704.1,6336.9,3180.92,33.42,Same Day,Credit Card,Delivered,No
ORD-10117,2025-08-21,2025-08-24,2025,August,Q3,East,New Jersey,Appliances,Air Purifier,CUST-1117,Nida Chaudhry,Corporate,A. Khan,9,35.32,0.0,0.0,317.88,317.88,20.46,184.14,133.74,42.07,Economy,Credit Card,Processing,No
ORD-10118,2024-08-14,2024-08-15,2024,August,Q3,Central,Ohio,Furniture,Bookshelf,CUST-1118,Mason Davis,Consumer,T. Brown,7,1268.07,0.1,887.65,8876.49,7988.84,884.6,6192.2,1796.64,22.49,Same Day,PayPal,Delivered,No
ORD-10119,2025-11-08,2025-11-12,2025,November,Q4,Central,Missouri,Furniture,Standing Desk,CUST-1119,Emma Johnson,Consumer,S. Fatima,9,115.03,0.0,0.0,1035.27,1035.27,56.49,508.41,526.86,50.89,Same Day,Cash,Delivered,No
ORD-10120,2024-09-04,2024-09-09,2024,September,Q3,North,Minnesota,Appliances,Air Purifier,CUST-1120,Omar Johnson,Corporate,L. Garcia,6,1275.68,0.25,1913.52,7654.08,5740.56,845.29,5071.74,668.82,11.65,Standard,Bank Transfer,Processing,No
ORD-10121,2025-08-29,2025-09-01,2025,August,Q3,Central,Missouri,Electronics,Headphones,CUST-1121,Isabella Johnson,Home Office,T. Brown,11,1960.52,0.05,1078.29,21565.72,20487.43,1306.53,14371.83,6115.6,29.85,Express,Debit Card,Delivered,No
ORD-10122,2023-02-08,2023-02-12,2023,February,Q1,East,Massachusetts,Electronics,Smartphone,CUST-1122,Noah Brown,Corporate,A. Khan,6,1055.67,0.2,1266.8,6334.02,5067.22,693.73,4162.38,904.84,17.86,Express,Cash,Processing,No
ORD-10123,2025-12-12,2025-12-16,2025,December,Q4,West,Oregon,Office Supplies,Pen Set,CUST-1123,Emma Brown,Home Office,J. Chen,6,2392.36,0.25,3588.54,14354.16,10765.62,1731.2,10387.2,378.42,3.52,Economy,Debit Card,Delivered,No
ORD-10124,2024-09-01,2024-09-08,2024,September,Q3,West,Washington,Office Supplies,Stapler,CUST-1124,Liam Brown,Home Office,J. Chen,5,1766.68,0.25,2208.35,8833.4,6625.05,963.04,4815.2,1809.85,27.32,Same Day,Credit Card,Returned,Yes
ORD-10125,2024-12-07,2024-12-14,2024,December,Q4,Central,Ohio,Appliances,Microwave,CUST-1125,Sara Chaudhry,Home Office,J. Chen,13,378.99,0.0,0.0,4926.87,4926.87,203.25,2642.25,2284.62,46.37,Economy,Debit Card,Cancelled,No
ORD-10126,2023-10-09,2023-10-10,2023,October,Q4,West,Oregon,Office Supplies,Notebook,CUST-1126,Sophia Shaikh,Consumer,M. Ali,10,1856.11,0.05,928.05,18561.1,17633.05,970.26,9702.6,7930.45,44.97,Economy,PayPal,Shipped,No
ORD-10127,2023-11-20,2023-11-24,2023,November,Q4,South,Texas,Furniture,Office Chair,CUST-1127,Mariam Butt,Home Office,A. Khan,11,2338.55,0.25,6431.01,25724.05,19293.04,1387.31,15260.41,4032.63,20.9,Standard,Cash,Delivered,No
ORD-10128,2025-05-05,2025-05-12,2025,May,Q2,West,Oregon,Electronics,Smartphone,CUST-1128,Olivia Johnson,Home Office,J. Chen,3,2335.8,0.0,0.0,7007.4,7007.4,1749.87,5249.61,1757.79,25.08,Standard,Credit Card,Delivered,No
ORD-10129,2024-08-05,2024-08-09,2024,August,Q3,North,Michigan,Electronics,Tablet,CUST-1129,Hina Brown,Consumer,M. Ali,11,1365.1,0.25,3754.03,15016.1,11262.07,978.47,10763.17,498.9,4.43,Same Day,Debit Card,Delivered,No
ORD-10130,2023-01-29,2023-02-04,2023,January,Q1,South,Georgia,Office Supplies,Stapler,CUST-1130,Olivia Smith,Consumer,T. Brown,6,1980.06,0.05,594.02,11880.36,11286.34,995.27,5971.62,5314.72,47.09,Standard,Debit Card,Delivered,No
ORD-10131,2023-01-14,2023-01-17,2023,January,Q1,West,Washington,Office Supplies,Stapler,CUST-1131,Omar Davis,Consumer,J. Chen,7,600.27,0.1,420.19,4201.89,3781.7,441.93,3093.51,688.19,18.2,Same Day,Debit Card,Shipped,No
ORD-10132,2024-09-20,2024-09-22,2024,September,Q3,East,Massachusetts,Electronics,Monitor,CUST-1132,Omar Chaudhry,Consumer,S. Fatima,7,1719.89,0.1,1203.92,12039.23,10835.31,1130.12,7910.84,2924.47,26.99,Economy,Debit Card,Shipped,No
ORD-10133,2025-08-22,2025-08-29,2025,August,Q3,South,Georgia,Office Supplies,Pen Set,CUST-1133,Mason Ali,Home Office,L. Garcia,9,2007.96,0.05,903.58,18071.64,17168.06,1362.52,12262.68,4905.38,28.57,Standard,Cash,Delivered,No
ORD-10134,2023-12-03,2023-12-06,2023,December,Q4,East,New York,Furniture,Standing Desk,CUST-1134,Isabella Johnson,Home Office,N. Patel,14,1308.05,0.0,0.0,18312.7,18312.7,855.58,11978.12,6334.58,34.59,Standard,Bank Transfer,Delivered,No
ORD-10135,2023-04-29,2023-05-04,2023,April,Q2,West,Oregon,Appliances,Microwave,CUST-1135,Olivia Butt,Home Office,R. Ahmed,8,1686.83,0.1,1349.46,13494.64,12145.18,1125.09,9000.72,3144.46,25.89,Standard,Credit Card,Processing,No
ORD-10136,2023-05-04,2023-05-05,2023,May,Q2,South,Florida,Electronics,Headphones,CUST-1136,Hina Smith,Corporate,N. Patel,15,1188.1,0.1,1782.15,17821.5,16039.35,680.38,10205.7,5833.65,36.37,Economy,Bank Transfer,Delivered,No
ORD-10137,2023-08-31,2023-09-02,2023,August,Q3,East,Massachusetts,Furniture,Bookshelf,CUST-1137,Farhan Khan,Corporate,N. Patel,9,991.75,0.0,0.0,8925.75,8925.75,662.84,5965.56,2960.19,33.16,Economy,Cash,Processing,No
ORD-10138,2024-12-09,2024-12-11,2024,December,Q4,South,Texas,Furniture,Filing Cabinet,CUST-1138,Noah Davis,Consumer,R. Ahmed,5,483.37,0.0,0.0,2416.85,2416.85,222.19,1110.95,1305.9,54.03,Express,Credit Card,Processing,No
ORD-10139,2023-04-10,2023-04-12,2023,April,Q2,East,Massachusetts,Electronics,Monitor,CUST-1139,Mariam Khan,Corporate,R. Ahmed,12,124.93,0.25,374.79,1499.16,1124.37,65.0,780.0,344.37,30.63,Same Day,Cash,Delivered,No
ORD-10140,2024-09-10,2024-09-12,2024,September,Q3,Central,Ohio,Office Supplies,Stapler,CUST-1140,Bilal Brown,Home Office,S. Fatima,11,1310.31,0.2,2882.68,14413.41,11530.73,707.76,7785.36,3745.37,32.48,Economy,Cash,Returned,Yes
ORD-10141,2025-12-10,2025-12-13,2025,December,Q4,South,Texas,Office Supplies,Pen Set,CUST-1141,Zain Brown,Consumer,J. Chen,12,1049.57,0.0,0.0,12594.84,12594.84,566.73,6800.76,5794.08,46.0,Express,Bank Transfer,Delivered,No
ORD-10142,2025-12-21,2025-12-23,2025,December,Q4,East,Massachusetts,Appliances,Microwave,CUST-1142,Sara Johnson,Consumer,R. Ahmed,7,618.5,0.05,216.48,4329.5,4113.02,339.61,2377.27,1735.75,42.2,Standard,PayPal,Processing,No
ORD-10143,2024-01-21,2024-01-28,2024,January,Q1,South,Georgia,Electronics,Laptop,CUST-1143,Emma Butt,Consumer,R. Ahmed,13,1475.15,0.05,958.85,19176.95,18218.1,875.97,11387.61,6830.49,37.49,Express,Credit Card,Returned,Yes
ORD-10144,2024-05-05,2024-05-10,2024,May,Q2,South,Texas,Furniture,Filing Cabinet,CUST-1144,Liam Butt,Home Office,N. Patel,6,1942.15,0.2,2330.58,11652.9,9322.32,1145.63,6873.78,2448.54,26.27,Economy,Credit Card,Delivered,No
ORD-10145,2024-10-02,2024-10-06,2024,October,Q4,South,Florida,Furniture,Bookshelf,CUST-1145,Ayesha Butt,Home Office,T. Brown,1,1412.87,0.05,70.64,1412.87,1342.23,949.98,949.98,392.25,29.22,Same Day,Debit Card,Delivered,No
ORD-10146,2024-05-18,2024-05-22,2024,May,Q2,West,Washington,Furniture,Filing Cabinet,CUST-1146,William Johnson,Home Office,L. Garcia,9,1641.7,0.15,2216.29,14775.3,12559.01,865.5,7789.5,4769.51,37.98,Express,Debit Card,Delivered,No
ORD-10147,2025-12-09,2025-12-10,2025,December,Q4,Central,Missouri,Furniture,Office Chair,CUST-1147,Noah Malik,Consumer,M. Ali,14,2119.04,0.0,0.0,29666.56,29666.56,1439.47,20152.58,9513.98,32.07,Express,Credit Card,Processing,No
ORD-10148,2023-05-04,2023-05-09,2023,May,Q2,West,Oregon,Appliances,Microwave,CUST-1148,Ayesha Khan,Corporate,A. Khan,11,1671.89,0.25,4597.7,18390.79,13793.09,1083.03,11913.33,1879.76,13.63,Standard,Cash,Delivered,No
ORD-10149,2025-10-25,2025-11-01,2025,October,Q4,North,Michigan,Office Supplies,Printer Paper,CUST-1149,Usman Brown,Consumer,J. Chen,12,1689.97,0.0,0.0,20279.64,20279.64,814.74,9776.88,10502.76,51.79,Same Day,PayPal,Delivered,No
ORD-10150,2025-07-29,2025-08-03,2025,July,Q3,South,Texas,Office Supplies,Pen Set,CUST-1150,Sara Khan,Corporate,T. Brown,4,2475.73,0.05,495.15,9902.92,9407.77,1336.88,5347.52,4060.25,43.16,Economy,Credit Card,Delivered,No
ORD-10151,2025-10-20,2025-10-27,2025,October,Q4,East,Massachusetts,Furniture,Office Chair,CUST-1151,Usman Brown,Consumer,R. Ahmed,7,1617.59,0.15,1698.47,11323.13,9624.66,1002.51,7017.57,2607.09,27.09,Economy,PayPal,Cancelled,No
ORD-10152,2024-01-03,2024-01-10,2024,January,Q1,East,New York,Office Supplies,Printer Paper,CUST-1152,Olivia Ali,Home Office,R. Ahmed,6,53.91,0.05,16.17,323.46,307.29,33.75,202.5,104.79,34.1,Economy,Cash,Delivered,No
ORD-10153,2025-10-22,2025-10-28,2025,October,Q4,North,Wisconsin,Furniture,Office Chair,CUST-1153,Sara Chaudhry,Home Office,T. Brown,6,148.44,0.2,178.13,890.64,712.51,77.14,462.84,249.67,35.04,Same Day,Credit Card,Shipped,No
ORD-10154,2024-12-29,2025-01-03,2024,December,Q4,North,Wisconsin,Appliances,Coffee Maker,CUST-1154,Mason Butt,Home Office,M. Ali,7,1088.14,0.2,1523.4,7616.98,6093.58,517.64,3623.48,2470.1,40.54,Standard,PayPal,Processing,No
ORD-10155,2024-10-10,2024-10-13,2024,October,Q4,West,Washington,Furniture,Filing Cabinet,CUST-1155,Nida Ali,Consumer,T. Brown,2,242.43,0.1,48.49,484.86,436.37,141.44,282.88,153.49,35.17,Economy,Cash,Delivered,No
ORD-10156,2023-02-23,2023-02-24,2023,February,Q1,Central,Ohio,Appliances,Coffee Maker,CUST-1156,Ayesha Butt,Consumer,R. Ahmed,6,1392.24,0.15,1253.02,8353.44,7100.42,987.26,5923.56,1176.86,16.57,Express,Bank Transfer,Delivered,No
ORD-10157,2024-07-03,2024-07-07,2024,July,Q3,West,California,Office Supplies,Notebook,CUST-1157,Omar Johnson,Corporate,J. Chen,3,172.22,0.2,103.33,516.66,413.33,91.76,275.28,138.05,33.4,Express,Bank Transfer,Processing,No
ORD-10158,2023-08-08,2023-08-10,2023,August,Q3,Central,Ohio,Furniture,Filing Cabinet,CUST-1158,Mason Smith,Corporate,N. Patel,5,31.82,0.2,31.82,159.1,127.28,17.49,87.45,39.83,31.29,Same Day,Bank Transfer,Processing,No
ORD-10159,2024-02-16,2024-02-20,2024,February,Q1,Central,Illinois,Office Supplies,Notebook,CUST-1159,Omar Johnson,Consumer,L. Garcia,6,456.43,0.2,547.72,2738.58,2190.86,338.04,2028.24,162.62,7.42,Economy,PayPal,Returned,Yes
ORD-10160,2024-02-14,2024-02-19,2024,February,Q1,South,Florida,Electronics,Headphones,CUST-1160,Ava Shaikh,Corporate,M. Ali,9,462.12,0.0,0.0,4159.08,4159.08,340.07,3060.63,1098.45,26.41,Economy,Bank Transfer,Delivered,No
ORD-10161,2024-06-01,2024-06-07,2024,June,Q2,West,Oregon,Office Supplies,Stapler,CUST-1161,Mason Johnson,Home Office,T. Brown,3,1792.36,0.2,1075.42,5377.08,4301.66,846.33,2538.99,1762.67,40.98,Standard,PayPal,Delivered,No
ORD-10162,2024-05-23,2024-05-29,2024,May,Q2,Central,Ohio,Electronics,Laptop,CUST-1162,Olivia Chaudhry,Corporate,M. Ali,11,897.2,0.0,0.0,9869.2,9869.2,555.34,6108.74,3760.46,38.1,Standard,Credit Card,Returned,Yes
ORD-10163,2025-02-05,2025-02-09,2025,February,Q1,North,Minnesota,Furniture,Filing Cabinet,CUST-1163,Ayesha Johnson,Corporate,M. Ali,8,1934.27,0.0,0.0,15474.16,15474.16,1070.6,8564.8,6909.36,44.65,Standard,Debit Card,Delivered,No
ORD-10164,2024-02-28,2024-03-04,2024,February,Q1,North,Wisconsin,Office Supplies,Pen Set,CUST-1164,Ava Chaudhry,Consumer,M. Ali,8,880.53,0.0,0.0,7044.24,7044.24,511.98,4095.84,2948.4,41.86,Standard,PayPal,Delivered,No
ORD-10165,2025-11-22,2025-11-24,2025,November,Q4,East,Massachusetts,Furniture,Standing Desk,CUST-1165,Farhan Smith,Consumer,T. Brown,9,412.94,0.2,743.29,3716.46,2973.17,304.56,2741.04,232.13,7.81,Economy,Credit Card,Shipped,No
ORD-10166,2025-05-29,2025-06-02,2025,May,Q2,Central,Illinois,Appliances,Air Purifier,CUST-1166,Sara Davis,Home Office,S. Fatima,1,1766.27,0.05,88.31,1766.27,1677.96,942.31,942.31,735.65,43.84,Same Day,PayPal,Delivered,No
ORD-10167,2025-09-29,2025-10-04,2025,September,Q3,West,Washington,Electronics,Tablet,CUST-1167,Isabella Ali,Corporate,S. Fatima,11,793.81,0.2,1746.38,8731.91,6985.53,502.79,5530.69,1454.84,20.83,Same Day,Cash,Delivered,No
ORD-10168,2023-08-30,2023-09-01,2023,August,Q3,Central,Illinois,Furniture,Bookshelf,CUST-1168,Sophia Smith,Consumer,T. Brown,5,305.62,0.15,229.21,1528.1,1298.89,201.11,1005.55,293.34,22.58,Economy,Debit Card,Delivered,No
ORD-10169,2025-09-29,2025-10-02,2025,September,Q3,South,Georgia,Furniture,Standing Desk,CUST-1169,Liam Khan,Consumer,T. Brown,3,479.94,0.25,359.95,1439.82,1079.87,305.16,915.48,164.39,15.22,Economy,Bank Transfer,Delivered,No
ORD-10170,2023-12-09,2023-12-10,2023,December,Q4,South,Florida,Appliances,Microwave,CUST-1170,Nida Shaikh,Consumer,N. Patel,10,91.69,0.05,45.84,916.9,871.06,49.3,493.0,378.06,43.4,Economy,Cash,Delivered,No
ORD-10171,2025-01-21,2025-01-26,2025,January,Q1,Central,Illinois,Electronics,Tablet,CUST-1171,Noah Ali,Home Office,R. Ahmed,14,1895.61,0.25,6634.64,26538.54,19903.9,1163.73,16292.22,3611.68,18.15,Same Day,Credit Card,Shipped,No
ORD-10172,2025-06-18,2025-06-25,2025,June,Q2,South,Florida,Office Supplies,Printer Paper,CUST-1172,Isabella Chaudhry,Home Office,T. Brown,2,1942.44,0.05,194.24,3884.88,3690.64,996.4,1992.8,1697.84,46.0,Express,Cash,Cancelled,No
ORD-10173,2024-12-19,2024-12-24,2024,December,Q4,West,California,Furniture,Office Chair,CUST-1173,Omar Butt,Home Office,M. Ali,5,1498.19,0.0,0.0,7490.95,7490.95,819.65,4098.25,3392.7,45.29,Express,Bank Transfer,Delivered,No
ORD-10174,2024-05-26,2024-05-28,2024,May,Q2,East,New Jersey,Furniture,Standing Desk,CUST-1174,Olivia Johnson,Home Office,J. Chen,12,815.41,0.05,489.25,9784.92,9295.67,553.21,6638.52,2657.15,28.58,Economy,Bank Transfer,Delivered,No
ORD-10175,2025-11-21,2025-11-27,2025,November,Q4,South,Texas,Electronics,Monitor,CUST-1175,William Chaudhry,Home Office,M. Ali,5,1741.34,0.15,1306.01,8706.7,7400.69,1021.14,5105.7,2294.99,31.01,Economy,PayPal,Delivered,No
ORD-10176,2025-05-29,2025-06-05,2025,May,Q2,East,Massachusetts,Appliances,Coffee Maker,CUST-1176,Emma Brown,Home Office,N. Patel,4,1244.37,0.15,746.62,4977.48,4230.86,869.2,3476.8,754.06,17.82,Same Day,Credit Card,Delivered,No
ORD-10177,2023-09-12,2023-09-19,2023,September,Q3,East,New York,Appliances,Coffee Maker,CUST-1177,Noah Shaikh,Consumer,J. Chen,3,1111.6,0.0,0.0,3334.8,3334.8,830.98,2492.94,841.86,25.24,Express,PayPal,Returned,Yes
ORD-10178,2023-06-18,2023-06-21,2023,June,Q2,East,Massachusetts,Office Supplies,Notebook,CUST-1178,Omar Shaikh,Consumer,M. Ali,11,2260.94,0.0,0.0,24870.34,24870.34,1052.55,11578.05,13292.29,53.45,Standard,Debit Card,Delivered,No
ORD-10179,2025-11-29,2025-12-05,2025,November,Q4,South,Texas,Furniture,Standing Desk,CUST-1179,Noah Malik,Consumer,T. Brown,8,38.08,0.15,45.7,304.64,258.94,26.47,211.76,47.18,18.22,Standard,Credit Card,Delivered,No
ORD-10180,2023-10-08,2023-10-12,2023,October,Q4,East,New Jersey,Office Supplies,Notebook,CUST-1000,Hina Ali,Consumer,S. Fatima,13,2036.22,0.0,0.0,26470.86,26470.86,1308.22,17006.86,9464.0,35.75,Economy,PayPal,Delivered,No
ORD-10181,2025-06-25,2025-07-02,2025,June,Q2,West,Oregon,Furniture,Filing Cabinet,CUST-1001,Usman Davis,Corporate,T. Brown,4,230.42,0.0,0.0,921.68,921.68,113.37,453.48,468.2,50.8,Same Day,Debit Card,Shipped,No
ORD-10182,2024-08-06,2024-08-13,2024,August,Q3,West,Washington,Electronics,Smartphone,CUST-1002,Mason Brown,Corporate,J. Chen,12,81.66,0.1,97.99,979.92,881.93,41.78,501.36,380.57,43.15,Standard,Debit Card,Delivered,No
ORD-10183,2025-10-20,2025-10-26,2025,October,Q4,South,Florida,Electronics,Smartphone,CUST-1003,Emma Malik,Home Office,T. Brown,10,191.46,0.0,0.0,1914.6,1914.6,142.84,1428.4,486.2,25.39,Same Day,Cash,Delivered,No
ORD-10184,2023-05-19,2023-05-20,2023,May,Q2,West,Washington,Electronics,Laptop,CUST-1004,Olivia Brown,Home Office,T. Brown,5,551.12,0.0,0.0,2755.6,2755.6,404.85,2024.25,731.35,26.54,Economy,Bank Transfer,Delivered,No
ORD-10185,2023-06-21,2023-06-24,2023,June,Q2,East,Massachusetts,Furniture,Bookshelf,CUST-1005,Hina Brown,Home Office,M. Ali,2,1285.59,0.05,128.56,2571.18,2442.62,954.29,1908.58,534.04,21.86,Same Day,Bank Transfer,Delivered,No
ORD-10186,2025-06-08,2025-06-09,2025,June,Q2,West,California,Furniture,Office Chair,CUST-1006,Zain Ali,Consumer,A. Khan,8,1536.56,0.0,0.0,12292.48,12292.48,834.02,6672.16,5620.32,45.72,Express,Bank Transfer,Delivered,No
ORD-10187,2025-01-31,2025-02-02,2025,January,Q1,North,Michigan,Office Supplies,Stapler,CUST-1007,Usman Khan,Corporate,J. Chen,12,1956.09,0.1,2347.31,23473.08,21125.77,1310.35,15724.2,5401.57,25.57,Standard,PayPal,Delivered,No
ORD-10188,2025-07-21,2025-07-26,2025,July,Q3,Central,Ohio,Electronics,Monitor,CUST-1008,Nida Ali,Home Office,M. Ali,6,152.77,0.0,0.0,916.62,916.62,85.6,513.6,403.02,43.97,Express,Cash,Cancelled,No
ORD-10189,2023-04-05,2023-04-09,2023,April,Q2,East,New York,Electronics,Smartphone,CUST-1009,Bilal Brown,Home Office,T. Brown,6,966.7,0.0,0.0,5800.2,5800.2,486.92,2921.52,2878.68,49.63,Express,PayPal,Processing,No
ORD-10190,2023-06-09,2023-06-14,2023,June,Q2,West,Washington,Office Supplies,Notebook,CUST-1010,Sophia Khan,Consumer,N. Patel,6,311.71,0.0,0.0,1870.26,1870.26,157.04,942.24,928.02,49.62,Same Day,PayPal,Returned,Yes
ORD-10191,2025-01-25,2025-01-27,2025,January,Q1,North,Minnesota,Appliances,Coffee Maker,CUST-1011,Farhan Johnson,Corporate,R. Ahmed,5,1416.06,0.1,708.03,7080.3,6372.27,951.41,4757.05,1615.22,25.35,Express,Debit Card,Delivered,No
ORD-10192,2024-12-10,2024-12-16,2024,December,Q4,East,New Jersey,Electronics,Smartphone,CUST-1012,Ayesha Smith,Home Office,J. Chen,14,1738.25,0.0,0.0,24335.5,24335.5,1278.13,17893.82,6441.68,26.47,Standard,Debit Card,Processing,No
ORD-10193,2023-05-03,2023-05-05,2023,May,Q2,Central,Illinois,Appliances,Microwave,CUST-1013,Sophia Smith,Corporate,N. Patel,12,710.37,0.0,0.0,8524.44,8524.44,516.0,6192.0,2332.44,27.36,Standard,Cash,Shipped,No
ORD-10194,2023-06-03,2023-06-08,2023,June,Q2,East,Massachusetts,Furniture,Filing Cabinet,CUST-1014,Nida Chaudhry,Corporate,L. Garcia,10,169.77,0.0,0.0,1697.7,1697.7,88.46,884.6,813.1,47.89,Same Day,Bank Transfer,Cancelled,No
ORD-10195,2023-10-06,2023-10-13,2023,October,Q4,North,Minnesota,Electronics,Smartphone,CUST-1015,Ava Johnson,Consumer,L. Garcia,13,1468.0,0.0,0.0,19084.0,19084.0,707.13,9192.69,9891.31,51.83,Express,Bank Transfer,Delivered,No
ORD-10196,2023-07-05,2023-07-07,2023,July,Q3,North,Wisconsin,Office Supplies,Printer Paper,CUST-1016,Emma Malik,Consumer,L. Garcia,13,1719.85,0.0,0.0,22358.05,22358.05,884.87,11503.31,10854.74,48.55,Economy,Cash,Delivered,No
ORD-10197,2023-12-23,2023-12-24,2023,December,Q4,East,Massachusetts,Office Supplies,Notebook,CUST-1017,Usman Malik,Consumer,R. Ahmed,7,2138.68,0.05,748.54,14970.76,14222.22,1023.18,7162.26,7059.96,49.64,Express,Debit Card,Delivered,No
ORD-10198,2024-06-14,2024-06-21,2024,June,Q2,South,Florida,Electronics,Headphones,CUST-1018,Ava Malik,Corporate,M. Ali,2,69.17,0.0,0.0,138.34,138.34,35.23,70.46,67.88,49.07,Standard,Bank Transfer,Delivered,No
ORD-10199,2025-03-19,2025-03-23,2025,March,Q1,East,New York,Appliances,Air Purifier,CUST-1019,Mariam Malik,Corporate,S. Fatima,1,966.08,0.2,193.22,966.08,772.86,484.82,484.82,288.04,37.27,Standard,Cash,Delivered,No
ORD-10200,2025-10-18,2025-10-22,2025,October,Q4,Central,Ohio,Furniture,Bookshelf,CUST-1020,Olivia Malik,Home Office,R. Ahmed,15,1383.46,0.0,0.0,20751.9,20751.9,658.96,9884.4,10867.5,52.37,Standard,Bank Transfer,Delivered,No
ORD-10201,2025-10-25,2025-10-28,2025,October,Q4,North,Wisconsin,Appliances,Microwave,CUST-1021,Farhan Khan,Corporate,A. Khan,7,687.03,0.0,0.0,4809.21,4809.21,374.89,2624.23,2184.98,45.43,Economy,Cash,Cancelled,No
ORD-10202,2023-07-25,2023-07-27,2023,July,Q3,North,Michigan,Furniture,Standing Desk,CUST-1022,Farhan Davis,Corporate,L. Garcia,11,614.26,0.0,0.0,6756.86,6756.86,417.21,4589.31,2167.55,32.08,Express,Debit Card,Processing,No
ORD-10203,2023-02-27,2023-03-05,2023,February,Q1,West,Oregon,Office Supplies,Notebook,CUST-1023,Mariam Johnson,Consumer,N. Patel,12,888.93,0.0,0.0,10667.16,10667.16,550.19,6602.28,4064.88,38.11,Standard,Credit Card,Delivered,No
